content,score
"Gimana ya moonton kau kasih kasih main yang adil lah moonton aku main 25 kali menang 4 kali sisanya kalah semua itu jadi pihak moonton kasihlah tim yang bagus lah, jangan kau kasih tim yang enggak bisa main, udah nggak bisa main ngatain timnya bodoh pula jadi tolong ya untuk moonton ya ini keluh kesah kami ini sebagai player kamu nih",1
Game nya bagus banget tapi kadang bug nya hilangin dikit HP jadi panas mohon di perbaiki dan sepenuhnya kalo main classic itu skin nya bisa semua di pake,5
Ini gimana saya kok nggk bisa masuk kedalam game nya padahal udah pakai data juga nggak bisa masuk juga saya ganti pakai wifi masih juga nggak bisa gimana ini cara mengatasinya,1
"kebanyakan player"" bot dan tanpa hukuman yg berat jika player trsebut sangat"" tidak bisa bermain ,game ini sangat memanjakan pelayer"" bot ,pantes pada pindah ke ff atw pubg ,ML udh parah ,10 x losetreak ,dpt tim pada bot mlu ,",2
"game nya lumayan, tapi kadang suka keluar sendiri, padahal sinyal lancar, memo masih banyak, hp masih dingin, dan udah ke update, dan tolong lah moonton untuk perbaiki ini",4
Bagus sekali game nya menantang ya pokoknya keren dahh dari tampilan hero nya juga keren² dan skin nya juga memanjakan mata semoga sukses selalu untuk MONTON,5
"Turun lagi performa peningkatan dalam jaringan, battlefield,tim draf pick,pick Hero,parah sinyal ijo kok lag,satu lagi di pertandingan log out sendiri dan disuruh download data ulang",1
Game nya keren sih tapi tolong yh buat para player nya contoh nya EPIC jangan susah di atur lah udah ga mau Hyper buta map selalu ambil buff jungler Tim itu niat main ga sih?. Tolong ya jika ada player yang sok sok di kasih pelajaran jangan di biarkan itu sangat menggangu saya apa lagi jika player itu toxic berlebihan dan susah di atur,5
"Saya Sugiyarto new sebagi pemain mlbb sejak tahun 2023 - 2025 saya pernah mengalami kendala apa saja adalah: 1. Wifi/Data sering terjadi error saat main atau sinyal buruk padahal sudah mode pesawat dan Lte Only Masih aja sinyal-nya ngelag. dan pas menu lobby gak ada kendala apa pun sama sekali 2. sering menemukan publik atau player random acak-acakan ada yang nickname nya ane, penguasan hero pun juga aneh, pemilihan role juga aneh dan dll cukup sekian dari saya. saya ucapkan terima kasih🙏",5
gem apa ini dari pagi sampe malam main menang bisa di hitung pake jari musuh nyaa gaa sesuai sama renk sekali dapet musuh yang sama renk nya malah di kasih tim yang ga jelas aneh banget gem nya,1
"Game udh makin ga jelas, mau ganti akun tapi kode verifikasi ga muncul² sekali nya muncul pas di masukin malah kode verifikasi salah, padahal kode baru, udh 30x kayak gitu trus udh 6 jam, kecewa sama montonm",1
Setiap OTW Glory kadang² Bug dan Lag tiba² itu muncul selama 3-5 menit lalu kembali normal lagi sedangkan Gold kita sudah tertinggal. sisanya sdh bagus kok. tapi susah yaa.. dapet event nya hehe,3
"Game buriq lebih burik dari game lain, udah dark system makin bnyak, sinyal di bikin ngeleg gajelas, wifi/data normal sering ngleg² jadi afk, buat game nyari untung doank tapi gak bkin nyaman influencer👍",2
"Jangan main klau gk mau setres. Hhhh gw main hampir dua bulan bintang cuman naik 20 ke 25, trus 25 ke 20 gitu"" Trus. Di kasih tim gk bisa main pertandingan cmn 300 an tpi di kasih musuhnya yg ssh bet yg pertandinganny udh sampai ribuan.",2
"Buat player yang solo rank bisa gak di kasih tim yang setara, dapat tim lemah tapi tim lawan berat.. gak seimbang sama sekali.. kasian yang main solo rank Lose streak terus.",1
Moonton aneh kan aku beli starlight member 2x ga sengaja ketekan 2x eh aku liat di tas ga ada lagi kata nya udh ke pake 2 2 nya kok bisa gitu tolong lh moonton masa udh beli 1 bisa pakai langsung untuk bulan itu 1 lagi kan aneh,3
"Di kasih lostrake terusss .Ga seruuu 😭😭😭😭 . Kadang di kasih dark sistem Parahhh sihh😏ga pernah di kasih menang,emang,dikasih skin terus Tapi kan pemain juga pengen menang juga ,,kalo kasih tim itu yang imbang toonn montoooonnn. montonn asuu",1
Tolong tambahkan fitur solo rank katanya mau ditambahin kapan gua dah di trol semuga lu liat ini yang moonton gua capek rasanya pengin pensi ml aja gitu tiap hari gitu terus event doang yang bagus skin doang yang bagus fiturnya lah lengkaping biar ga meresahkan,1
"Sudah lebih dari 5 kali untuk meminta kode verifikasi lewat email dan masih tidak dapat kode nya, setelah laporan ke laporan pelanggan malah dibilang akun tidak terkait email, sedangkan email sudah jelas terkait dengan akun tersebut, mau pindah hp malah susah gini",2
"Oiii moonton ajg coba sinyal nya di perbaiki jgn update trus TPI sinyal burak dsni saya pakai wifi dan pakai paket masa dua dua nya jelek,,dsni sinyal bagus full knpa pas maen jelek sinyalnya",1
"Game ini seru cuman yang bikin masalah nyaa itu tuhh player yang ga bisa main nya tuhh,gua kalah mulu dari legend nyampe epik ,jadi monton siapa tau liat ini please kalo ga di kasih menang² kasih lahh hadiah kek apa kek ,kalo gua sekarang minta nyaa hp yang di event ramadhan, udahh itu doang mauu gua mahh",1
"Burik kali we jangan Kalian download. Nanti Kayak aku dah mau menang malah comeback dikasih,pelit kali hanya ngasih ke mytic doang. terus, kasih tim yg bener napa ih capek banget main sama tim yg gak ada kekompakan nya,mana aku yg harus gendong,capek lose strike terus.",1
"Saya mungkin kurang suka dengan game ini karena saat saya ingin naik peringkat rank saya mendapat tim yang mainya asal-asalan dan tidak bisa memainkan role/heronya, dan saya pun kalah, jika saya sudah bisa mendapatkan tim yang unggul saya akan naikkan bintang rating menjadi 4/5 mohon sekian 🙏 , #MoontonGhendeng",2
Game nya udah bagus tapi JARINGAN SAMA MATCHMAKING TOLONG DI PERBAIKI dah sering main tiba tiba sinyal lag padahal wifi nya sinyal nya hijau dan juga match making nya gajelas bat masa tiap pake hero power kalah dan selalu turun mmr nya pls la match making nya di bikin adil main game buat redain stress la ini malah nambah stressss,1
"lagi asik asik main malah lag, konesi terputus.. pas relog gbsa di sambung kan lagi..padahal sinyal ny bagus. gmn siii, mana credit skor ku berkurang. GA ADIL BANGET!",2
game apa ini? banyak yang trol tapi kalo di ripot hukuman nya ringan banget ayolah gw main game buat ngilangin stres ini malah tambah stres ok lah kalo kalah karena musuh jago terima gw tapi ini malah tim sendiri jadi musuh udah gitu kalo di laporkan hukuman yang diberikan gak bikin kapok orang ngetrol atasi lah masalah hukuman yang ringan gini di berat kan kocak,1
"permainan ini kurang fair, kalah melulu padahal kita sdh bayar heronya, tapi tetap aja kalah melulu, menurut saya gg sebanding dgn kemenangan, masa beli trus hero dan emblennya, lama² kayak main judi ini game",1
"Udah bagus game nya,tapi pas main ditinggal 1 menit buat ngambil minum trs abis itu lanjut in main kok masih afk menang ga dapet bintang/point dapet pelanggaran,kalah bintang turun trs dapet pelanggaran",3
Kaya kasih bintang 3 karena setiap saya bermain gem mobale legens sinya saya ngelek Mulu tulong dong abis apdet jgn ngelek ngelek cape saya setiap main ngelek mau main lagi ngelek saya udah main 10 kali match 8 menang 2 kalah cuma gara gara sinyal tolong sinyal nya di perbaiki ya moonton sinyal di perbaiki ok makasih,3
game tolol. kalau main solo selalu dapat musuh yg ga sepadan. dan kalau main solo banyak defeatnya. lu ini game hiburan atau game menguji mental sih. ga ngotak kalau kasih team atau musuh. oerbaiki jangan bobrok,1
"tolong dong montoon di bagusin lagi sistem pencarian matchnya saya sering sekali ketemu tim yang tidak bisa main, dan semoga bisa menghilangkan joki joki dalam mobile legends karena banyak orang yang gameplay tidak sesuai tiernya",3
"Game yang sangat rekomendasi buat orang yang suka maen MOBA, ini cocok buat orang yang lihat dari grafik dan Semua Aspek Heronya karena gampang untuk dipelajari.",5
"Moonton saya tuh cpek ,knp harus ad player yg trolll spin TDK pernah dapet,dan juga demi membaguskan game mu ,tapi ap balesanmu!? Cpek"" berusaha naikin rank,nyelesain misi buat spinn,tapi di temukan Ama player troll,GK nian main,g mau kerja sama ,dan dapet spinnya tuh di melesetin sama KAAMUUUU!! KECEWA AKU MOONTON!!!",1
"Parah asli ini game, wifi lancar jaringannya masih aj ad lag dan bug. Bisa di cheat pula. Moonton moonton",1
bisa ga kalo ngasih draft tim tu yang bener? glory ketemu mytic biasa imbang? yang matchny udh ribuan ketemu sama yang baru 20an imbang? tolong dong benerin lagi pembagian timnya kalo kaya gini mending pindah ke sebelah,2
Ini games nya gak jelas knp aku selalu di kasih tim yang gak bisa main terus knp monton mempermain kan kalo emng monton punya masalah sama saya bilng jangan di bikin gini aku main ml buat hilangin setres tapi malah tambah setres kalo ada yang sama gila pihak monton harus tanggung jawab,1
"Moonton yang menyebalkan, ping yang tinggi membuat game ini jadi menyebalkan, koneksimu hancur lebur. Jgn tanya aku pakai apa data dan wifi sdh disatukan tetap saja koneksimu buruk. Kamu mengajak kami mengundang pemain yg sdh meninggalkan game mu, apalah daya mereka sudah rilex di game sebelah . Untuk itu perbaiki diri dululah krn yg memainkan game(mlbb)kamu bukan hanya mereka yg sedang bertanding di esport saja, paham ya",1
"Mohon next update , update fix jaringan aja dh , nih pengen Jaringan 100mbps pun pas maen ml pasti ga stabil le , buka game Laen aja aman2 aja lah ini boro2, di lobby sinyal ijo pas masuk ingame merah hadehhh tolonglah moonton",1
Ini game bagus tapi pas kalah semua player marah dan bentar lagi bulan suci Ramadhan gimana mau main game ini kalo pas kalah setres tolong perbaiki kalau tidak nanti gua olok olok game ini mau nentang gua gak punya akun YouTube mau apa tolong perbaiki kalau tidak nanti akan 😡😡😡😡😡😡😡😡,1
Game nya sudah bagus namun tolong kasih lawan yang setara karena saya selalu kalah ketika bermain solo atau party dan bintang saya jadi susah untuk di naikan jadi tolong kasih lawan yang setara dan tolong kasih event yang sangat menarik agar banyak yang memainkan game mobile legends dan tolong tambahkan fitur reverse di replay saat ingin melihat momen yang telah di dapatkan,4
Saya ksih bintang satu karna pas saya main tim musuh dan tim sya jauh beda udah capek² main malah di kasih tim beban tolong di perbaiki sistem nya developer jadi sya ksih bintang satu dlu Terimakasih,1
Tolong dong munton itu banyak banget prank custom dan ga bisa kluar dari game custom orang Adain pitur keluar biar kita nyaman ini soalnya ga nyaman dan bikin ga mood main ml gara gara banyak yang Frank custom kalo bisa tolong di Adain tombol keluar biar kita main game ini lagi ga kna Frank Mulu sangat mrugikan Players kalo ini ga cepat di tangani,1
"game gak jelas, gabisaa optimalisasi dari segi pemain ataupun jaringan. sering lag sering ketemu player troll tapi pas di report malah tidak terdeteksi pelanggaran. dasaar game kocak gak bener",1
ML B. B tolong jaringannya di perbaiki kalo ngeleg terus pas main jadi repot tidak stabil mending pindah ke honor of king lebih stabil jadi kalo kaya gini terus pasti pada pindah,3
"Tolong ya moonton kalo lagi full war di base musuh jangan d bikin lag ,. Itu termasuk ga adil buat semua player .. adil dong buat semua player . Bikin naik darah aja",1
"Saya sangat kecewa sama macth permainan yang sangat tidak adil kenapa player lama di satukan sama player baru main ,saya belom memperoleh satu bintang pun dalam 1 bulan permainan ini ,tolong di perbaiki macth pembagian tim ,saya sangat kecewa .",1
"Tolong jangan paksa kami untuk download data! kami yang menggunakan device yang kurang mumpuni sangat"" terganggu oleh notif download data dan di paksa download data berulangkali! Karena efek animasi skin sangat berpengaruh terhadap berjalannya permainan dapat menyebabkan lag frame drop! kami lelah menghapus dan membatalkan download data yang berulangkali dan terus menerus! Tolong diperbaiki. Terima kasih!",4
"Saya mohon untuk jangan memberikan saya tim dark sistem saya bermain bukan naik bintang tapi turung bintang, skil saya udah bagus tapi tim saya tidak dapat menyesuaikan berbagai skil, emblem dan build😮‍💨😤",1
"Kasih tim yang sama kayak musuh lah biar seimbang masa gua sama musuh timnya beda,tim musuh jago tapi tim gua kagak ada yang jago selain gua.gua kasih rating 3 karena ada event menarik udah itu doang",3
"tim nya dikasih yg gaseimbang mulu, losetreak trus dikasih, kagak pernah hoki dah pernah spin lebih dari 40 di spin sl ga dapet sl sama sekali mana dapet fragmen nya cuma dikit, game gajelas ngeleg pula yg bener dikit lah",1
"Sumpah kalo mau semisal naik legend mesti dapat tim yang burik, jadinya gak naik legend ngestuck di epic. Dan juga player yang tidak mau apa apa tolong segera di ban, gue capek gendong tim yang bot itu.",1
Tolong untuk koneksi saat Mabar di perbaiki jangan naik turun itu menambah kita jadi susah bermain kadang leg lama tidak bisa apa apa sinyal bagus tolong lah perbaiki sinyal nya agar penyuka mobile legends nyaman bermain,4
Moonton oh moonton..perbaiki lah jaringan..masa wifi kenceng tiba2 aja ngelag langsung jumping pingnya..apalagi klo lagi saat2 krusial tuh ga enak bngt moonton..,4
Assalamualaikum. saya suka dengan game ini. game nya gak bikin bosen. asik lagi bisa mabar. makasih tercipatan game ini. sebelum nya saya ingin mengganti hp baru karena hp ram2 sudah tidak sanggup dan layak untuk diipakai. saya ingin hp baru untuk bermain Mobile legends. dan ingin mancapai cita cita.,5
game nya oke grafiknya juga tapi tolong timnya diperbaiki soalnya setiap main dapat tim troll plus setiap maen pasti lag.padahal sinyalnya bagus.jadi tolong diperbaik,2
Game ini bagus. Tapi kenapa moonton sih player dark sistem gak diban. Klo lagi mau naik rank selalu lost streak. Moonton tolonglah ban para dark sistem nya plissss,4
"Kok gak bisa kata sandi sudah benar, sudah cek stelan goggle.. Sudah ganti kata sandi juga trus masukin masih gak bisa.. Mungkin harus berhenti main game ini kayaknya",1
Game nya bagus tapi kadang suka ngelek apa lagi pas mau ganti foto kadang kalo ngambil dari album gk bisa tapi kalo ambil foto bisa padahal temen temen aku yang lain bisa bisa aja,4
Buat kalian main game ini jangan pernah buang buang uang top up... Sebagus apa pun skin nya gak ada gunanya. Dan Ini Game setingan. Kalian di buat kalah supaya player online Mlbb nya tidak menurun. Karena Developer nya takut player online nya kabur.,1
"Ini kenapa ml gw sering ngefreeze ya game nya? Gw maen di hp poco x6p lagi enak2 war malah ngefreeze, gw maen berjam2 game laen aman2 aja bahkan game2 yg lebih berat dari ml maen berjam2 aman2 aja loh, tapi kenapa pas maen ml sering banget ngefreeze? Tolong lah di benerin",4
"Game nya bagus tapi tolong kalau saat main di classic,Rank, Brawl tolong diperbaiki karena suka lag padahal sinyal nya penuh",5
Buat developer game ini sangat sangat Tidak adil Ter utama pada player solo. Kenapa di kasih tim yg GK jelas sedang Kan tim musuh jago jago sedangkan tim Yang bermain solo rank Monton isi nya player poke/bot dan hama,1
"saya tidak terima sistem peringatan di game. saya ngobrol sama teman di game, habis maen dapat peringatan chat tidak pantas. padahal saya tidak memakai kata2 kasar atau tidak pantas. tolong kaji ulang untuk biar bisa chat tapi sopan. saya kecewa dengan sistem chat yang tidak ada guna ckckckck",1
Dasar game pilih kasih pangkat masih rendah di kasih lawan yang jauh lebih tinggi game gak wajar kalo gini caranya hapus ae ni game bukanya kasih lawan yang se imbang pangkat setara pangkat eh palah di kasih yang jauh lebih tinggi pangkat tertinggi ae masih mitik di kasih yang imortar emng gila 👿👿👎👎😾 kalo gini caranya saya kan hapus ni game RASANYA BERPUTAR NAIK TURUN MULU RASANYA DI TIPU AMA NI GAME KASIH MUSUH YANG GAK WAJAR 😮‍💨,1
"Game MOBA macam apa ini sinyal.player. tidak ramah udah tau bot ngambil rool. ngambil buff nggak tau diri mending sama game sebelah lebih mengutamakan solo player game doang no 1 TPI bintang 3,9 banyak keluhan TPI g di respon",1
kalo bikin gem tu yang bener gw kalah terus setiap pertandingan bisa di bikin lebih mudah gk musuh nya dan jangan bikin kesal kalo lagi puasa gimana batal puasa nya di komentar banyak kata² yang GK boleh di bilang🙏,1
"Game nya bagus saya main dari 2018 sampai sekarang sudah banyak perubahan yang signifikan dari emblem, profile, loby, rank, dan yang lainnya. Jujur event mobile legends sekarang bagus bagus meskipun event gratisan",5
"Game nya sedikit di perbaiki, di bagian gameplay nya agar lebih mudah, dan tidak membuat stress sedikit hehehehe......",3
"Buat DEVOLPER tolong dong perbaiki lagi ini game, masalahnya aku mau main cuman ngestuck di loading game nya kocak, padahal wifi bagus loh",1
"game tidak seimbang, pembentukan tim tidak seimbang dapat tim rank epic ketemu musuh rank mitich , sedangkan rank saya sendiri mitich, main game buat ilangin stress malah nambah stress 😡😡😡😡",1
"tolong dong moonton kalau ada yang kurang 80 kredit skor mending per hari dapat 4/5 jangan 3 doang kita kan yang mau main rank aja jadi susah gara"" masalah kredit skor lagian kita juga kadang afk hanya karena kouta habis aja bukan sengaja afk tolong di mengerti ya moonton saya sedikit kecewa aja karena saya bukan sengaja afk kadang saya hanya habis aja kouta nya",4
aneh gw main dari tahun ke tahun season sekarang aneh bet malah sering leg padahal sinya bagus di game lain juga ping nya bagus tolong dong kalo seemang nya ada cheater tolong di tindak lanjutin🙏gw kalo pale hyper aja sering leg mulu,3
"Jujur game yang seru banget,ya kalau Moonton lebih Dermawan😅😅,Ngga ada namanya Dark Sistem yang meresahkan,Coba Kasih juga presentasi dapet Hadiah Hp nya dong aku juga mau,dari dulu ngga bisa Beli Hp sendiri😓😓",5
game moba paling buruk diantara game moba lainnya sistem matchmaking amburadul gajelas developer cuek sama server global ngereport player nakal ngga ada tanggapan serius cuman pengurangan kredit score saja jaringan suka hilang padahal normal-normal aja tolong perbaiki sistem matchmaking nya saya ga butuh event skin gratis dll yg saya butuh matchmaking yg lebih baik kalau masih begini mendingan HONOR OF KINGS!,1
"Bintang 4 nya gua tarik lagi njg, gua kesel lama lama masih main ada aja bug nya keluar dri aplikasi, pdahal jaringn gua bgus hp gua jga ip 15prx masalahnya di mana coba kalau gak dari gamenya, muak lama2, pdhl gua player setia ml dancok.",1
Ping nya buruk bahkan wifi nya udah bagus dan tolong jangan memper lambat match making nya jangan lama-lama seakan akan di kasih lawan pro dan tolong ada pilihan roll biar gak tabrakan Mulu,1
"sering terjadi crash, dan jaringan sering naik turun saya harap bisa di perbaiki aplagi saat crash please perbaiki.",2
"ngasih tim 10x berturut turut gajelas, ga seimbang, CAPEKK, mana jaringan gaje, playing victim, aslinya lag tapi dijaringan ijo, apaan bgt, wifi aman lancar, ml nya aja yg rada rada",1
"Game nya bikin kesel!! Pas lagi enak enak nya push mala jaringan naik ke ping 999 terus, Dapat tim beban setiap kali main, dilarangain di bulan puasa karena bikin kesel!!!",1
Game Dikhususkan untuk top up disetiap event.. kebanyakan player - player tolol saat main solo. Event untuk ID orang - orang dalam yang dapat hadiah utama. event ramadhan kali ini tolol,1
"Oi monton, magices mau lo hapuskan gua terima magices di hapus, tapi tolong lah mode survival di balikin, udah saran gw ganti nya masgices mode survival aja, ngak ribet kan, [MANA MUNGKIN DIBACA]!!!!!!",3
"please Moonton buat tindakan untuk player yang ngechet supaya tidak terjadi banyak orang yang ngechet saya bosan ketemu player yang ngechet muluu bosan saya main mobil legends kalau kayak gini yang ada bukan menghilangkan setres malah tambah setres.ini game ada aja yang menerima player cheat entah apa gunanya cheat, kalau bisa ban aja akun player yang suka cheat",1
"Astaga monton ada bug nih, gak bisa di buka nih ml layar nya cuma sepotong mengharuskan saya download ulang fak monton, dan sudah di download lagi masih aja gak bisa ml tidak menanggapi layar nya masih sepotong kenapa ini?",1
"Terlalu sering update terus mengunduh ²,, Dan menurut aku gem nya emang bagus tapi aku Baru menang sekali di rank di kasih kalah 4 kli ngk adil banget ,, terus di kasih juga tim yang boot",1
"Klo orang yg noob jangan di temuin sama kita yg udah lama main lahh Moonton,masa iya zilong roam,XP Nana, jungle vexana,gila GK tuhh jadi tlong yaa saat mereka main temuin yg gaya main kyak mereka juga,,,plisss capek ketemu drak sistem teruss😭😭😭😭",2
"tolong dong moonton, masa ga salah di mute di ban.. pdhal ngetik jga karena membela diri diketik kata² ga pantes dari tim sndiri.. klo bisa di cek detail lagi sebelum mute dan ban akunnya. ga bersalah jdi ikut kena imbas",2
"Fikss seru bangett sih game nya Tapi kekurangan game ini adalah lagg Yahh bgi hp ny kentang si pasti nglag parah Kadang mainan ini bisa ngilangin rasa bosenn, even ny sangat menarik Belakangan ini muntuun sering kasih skin gratiss Makasih muntuun Kadang aku bisa gila main game ini dari siang sampe sore Apalagi pas pulang sklh itu pasti aku buka ml trs main deh sampe sore Karena kecanduan... Sampe"" aku ga beresin rumah^^ Pas aku main pasti banyak dark system Bgi yg pnya mental rendah jgn main.",5
"merah terus sinyal nya, perbaiki lah montoon, sinyal wifi bagus sinyal data juga bagus tetep aja merah itu sinyal, ganggu permainan tau ga, perbaiki!!!!",1
Assalamu'alaikum Tolong perbaiki sytem dari mobil legends Saya entah napa gak bisa main terus saya gak bisa gerak sama saya harus rilok terus tolong perbaiki game nya agar saya bisa bermain lagi,2
Ini mobile legends bagus banget kalian harus download karena kalau di FF cuman tembak-tembakan aja . Dia juga gamenya paling bagus di dunia Terus juga di mobile legends lebih banyakan Daripada FF gak punya pintu hahahh Mendingan kalian pindah aja di FF Daripada nggak main daripada Daripada FF ketemunya cheater ter Di mobile legends hero-hero nya banyak banget Terus dia juga Nggak bisa top up kalau top up langsung dimarahin sama Mama g Kalian pindah aja di FF gue nggak punya bandel Coba,5
"Mentang2 game banyak peminat jaringan fluktuasi mulu, masih ketolong komunitas. Bayangin aja kalo g ad perubahan lama2 game ini bakal sepi. CEPET BANGKRUT",1
"Yang bener aja dikasih lose streak, udah gitu ping nya sampah belum lagi pas menang dan kurang sepersekian persen buat double star malah ga dapet, matchmaking ketemu player anomali asem asem",1
moonton ini kok saya login ulang terus main tapi kenapa kehitungnya afk ya? padahal aku berusaha buat login lho tolong moonton diperbaiki sistemnya saya merasa sedikit kecewa😟,4
oi monton lagi main ko ngeleg padahl paket 100gb ko ngeleg dalam pertandingan trus di rilog malah mentok logo tolong perbaiki servernya kasian tim yg lain nya karna kami afk ber 3 dalam game tersebut mohon kerja samanya ini saya kasih bintang 1 dulu ok smoga di baca,1
Kenapa ya pas aku main kena bug padahal udah pake wifi baru pertama kali udah terkena bug pas aku hapus terus download lagi tetap sama game nya tolong di perbaiki aku mau banget main ml Di perbaiki ya min🙏🏻,1
Saat pertandingan sinyal tiba2 hilang lag kadang jg stack harus keluar aplikasi dulu lalu login lg parahhhh bikin main gk nyaman & harus terima kalah saat rank,1
"Masih sama ygy, ngebug PARAH, pernah sekali lagi main brawl, semasa ngepick itu lancar JAYA, pas udah in game Ngeleg PARAH, masa tiba-tiba sinyalnya stuck di 201, mau itu pake paket data/wifi sama ajaa",2
"Game ini bagus, tapi setip main pasti ping naik, pembagian tim tidak sesuai rank, tolong dong min yg di perbaiki itu ping nya sering merah padahal main game lain sinyak bagus² aja kok",5
sama sinyal ga mendukung tp ada permainan baru pub mobile sinyal nya bagus ga seperti ini jelek sinyal nya lama2 makin sepi pemain ehh baru sadar ni edmin nyeee apa lagi ga bisa masuk loging truss,1
"Karena ketemunya malah yang pro saat aku di rank master gm malas kakiku sumpah lawan yang pro beli karakter tapi malah lagi kekunci prcuma habiskan uang top up diamin mahal dan yang paling gesekin semua hero dan skin yg aku dapatkan malah hilang gitu sama saat aku rank elit aku malah ketemu orang yg rank nya mentok seperti imortal terus tim beben gaca apmpas dan efek seperti suara, efek skill dan basic attacks malah enggak keliatan sampai aku mengunduh efek nya tapi mala hanya disuruh bayar 6j",1
Makin tahun ke tahun game ini makin smakin banyak bot... Karakter game yg dlu bnyak di minati orang . Kini surut di karenakan dari system. Dan monton sendiri tidak tau memilah para player nya di match yg random... Terima kasih monton sudah menemaniku slama ini .. dan pada hari ini juga sy selaku player ML season 1... Dan semoga kedepannya GAME INI MAKIN JAYA... Tp maaf sy uninstall game ini .,1
Game ini cocok banget buat kalian tapi tolong dong musuhnya itu licik banget kalo kita nyerang turret musuh musuhnya datang buat bersihin turret terus kita nyerang musuh musuhnya itu terus musuh musuhnya kabur eh? Giliran turret kita di serang musuh gak bisa mundur coy malah nyusul jadi musuh musuhnya itu lewat jungle pas di tengah turret,5
Mobile legend sangat seru saya suka sekali dengan mobile legend tetapi ada yang tidak saya suka yaitu dikasih musuh yang susah jadi tolong lah untuk kasih musuh yang rank nya sama dan juga terkadang saya sudah melakukan tapi tidak dapat seperti event dan tolong lah untuk kasih musuh yang seimbang dan kadang saya masih rank legend tetapi di kasih musuh Mitik tolong ya moonton,5
"Banyak yang pake jasa joki rank, membuat game berat sebelah saya sudah muak dengan player yang menggunakan jasa joki rank saat pada di ingame mereka tidak tahu apa apa hanya bisa feeder dan cuma tau push turet gak pernah join war di lord/turtle dan sebelum level 15 junggler buff nya diambil semua gimana gak saya kasih bintang 1 orang pada gak ada niatan buat bikin keseimbangan macthking, sistem macthking sangat tidak adil, lebih baik saya main mobile legends china daripada mlbb indonesia",1
"Game ini sangat baguss tapi HOK seperti mengcopy anda, MOBILE LEGENDS terima kasih karna telah memberikan kami yang terbaik walaupun dia agak nge lag tapi sangat seru aku memainkan banyak karakter yang bagus!! Seperti ODETTE, LAYLA, NANA, dan yang lainnya mereka menyenangkan!!!! Dan sangat seru, aku setuju jika ini di download",5
"Saya sedang bermain dengan teman saya tiba tiba server crash ,mohon untuk moonton perbaiki lebih lanjut untuk servernya, karena menurut saya itu sangat menggangu karena kamu kena comeback",1
"Sinyal tidak stabil padahal sinyal wifi dan sinyal seluler stabil, ping tidak bisa turun, stak di pimg 40 sampai 50",1
"Moonton tolong ini gimana sistem nya saya main dari mytic bintang 50 turun ke 39 itu gimana sistem nya tolong di perbaiki, saya ingin menyelesaikan quest event sampai tidak bisa",2
gamenya bagus banget ya rasanya gak bosen sama juga bisa Mabar ada banyak Hero dan saya suka dyroth martis dan alpha dan semua Hero itu enak dipake Monnton kalo update pasti makin seru walau afk gak bisa main rank tinggal main clasik bahkan banyak Hero Hero kuat ayo cobain dan grafiknya bagus banget ini cocok kalo lagi gabut aku aja kalau gabut mainin game ini ayo download sekarang😁,5
Game ini bagus tapi ada beberapa kekurangan dari game ini pertama disaat sinyal nya full malah LG jadi bikiga nyaman kedua untuk download nya aruusnya dikurangi dibawah satu GB sekian dari saya semoga membantu maksih,4
kenapa pengurangan kredit skor sangat banyak padahal jaringan di tempat saya akhir² ini lag tapi malah di cap AFK dan kredit skor saya turun drastis mohon di perbaiki dan tanggung jawab saya jadi tidak bisa main rank berhari²...,1
"Gw main musti ngelag-ngelag,main deket router,hp spek bagus,tapi ngelag.Oh ya,pemilihan team ga seimbang,musuh terlalu kuat,sedangkan tim selalu di kasih yang noob.",1
Gemenya memang menyenagkan tapi mach making nya yang bikin saya prustrasi devoloper nya kaga adil selalu ngasih tim yang bgo dan itu bulan sekali dua kali setiap saya main rank atau clasic selalu kalah yang di sebabkan teman setimsaya jadi tolong buat pemilik gme ini yang adil ngasih tim tuh tingkat kejagoannya harus sama maupun tim musuh atau tim kita sendiri,5
Game ga ngotak !!! Ktimbang lu update skin benerin tuh matchmakingnya ton moonton dri tadi ketemunya bot² smua game ga guna kalo lo pingin game berkembang perbaiki matchmakingnya mana update yang katanya matchmaking sesuai role? Smpe kiamat ga kira dikasih makan tuh skin montoon,1
Lebih optimalkan lagi untuk ping dalam game soalnya kalau sinyal sedang down sedikit saja pasti akan sangat mengganggu di dalam gamenya,4
"Moonton. Ini ceritanya saya lagi mabar trio dengan teman saya, terus secara tidak sengaja saya ketemu temen saya sendiri mabar trio , 1 squad dengan saya juga. Dalam pertengahan gameplay tiba tiba sinyal 201ms. Senggang 5mnt saya relog akun dan ngestuk ga bisa masuk sampe sekarang.. Gimana yaa",5
Game ini tidak adil ngundang dosa aja ini game banyak bug banyak tim aneh musuh aneh juga cobak cang'e bisa tatok di exp aneh emang game ini. Jadi tolong lah buat game yanh seimbang,1
Download data permainan dan hero dan skin sangat menghabiskan data penyimpanan tolong diperbaiki skin apa yang mau di tampil soal aku gak bisa download data full habis penyimpanan hp ku,2
"Jaringan ny tolong lh perbaiki Padahal full 4g Giliran di dalam game malah lag,, jadi gk asik klo kek gitu,, tolong lh perbaiki bug ini",2
"Tolong sistemnya di benerin lagi, masa lagi di in game tiba² langsung ngelek hilang jaringan dan ga bisa masuk lagi? Jangan skin doang dong di banyakin sistemnya di benerin lagi lah",2
